PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,STUDY,DSGN_CYCLE,IND_DOMAIN,UNIQUE_ID,SAMPLE_TYPE,FLAG,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_WITHDRAWAL,ALL_ACTIVITIES_EVALUATED,APPEALING,ARTIFICIAL_CREATED_BY,ARTIFICIAL_LAKE,BENTHIC_MATS,BIOTIC_INTEGRITY,CYANOHABS_SUB_TYPE,CYANOHABS_SUBMITTED,DAM_HEIGHT,DEAD_WLD,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,LAKE_LEVEL,LEVEL_CHANGE_M,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_TREATMENT,MBOAT_DENSITY,MBOAT_RESTRICT,NO_BLOOM_OBSERVED,OTHER_BLOOM,OUTLET_DAMS,OXBOW_RIVERINE,PEA_SOUP,PRE_EUROPEAN_LAKE,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_TRAILS,REC_TRASH,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SEWAGE,REVIEW,SURFACE_WATER_STREAKS,SWIMMABILITY,THICK_SCUM,TROPHIC_STATE,WATER_MANAGED,WATER_PUMP
10/16/2023,2021709,NLA22_GA-10092,9/9/2022,1,GA,NLA,2022,CORE,NLA_GA-10142,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021710,NES22-10209,9/9/2022,1,OR,NES,2022,CORE,NLA_OR-10055,ASSESS,,,,,,,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,NO,,RESERVOIR,,L,,L,,,,,Y,20,ABSENT,RARE,RARE,,,M,,,,,LOW,NONE,,,ARTIFICIAL,NO,,NO,3,RARE,EXTENSIVE,RARE,SPARSE,SPARSE,RARE,RARE,RARE,,,M,L,,M,,GOOD,L,,,,,,L,,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2021710,NES22-10209,9/9/2022,1,OR,NES,2022,CORE,NLA_OR-10055,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021711,NLA22_PA-10040,9/12/2022,1,PA,NLA,2022,CORE,NLA_PA-10083,ASSESS,,,,,,,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,YES,,DRAINAGE,L,,,,,,,,Y,0.35,SPARSE,RARE,RARE,M,,,M,,,,LOW,NONE,,,ARTIFICIAL,NO,,UNKNOWN,3,RARE,SPARSE,SPARSE,MODERATE,MODERATE,RARE,SPARSE,RARE,,L,,,,L,L,EXCELLENT,,,,M,L,M,L,,Y,,GOOD,,EUTROPHIC,,ABSENT
10/16/2023,2021711,NLA22_PA-10040,9/12/2022,1,PA,NLA,2022,CORE,NLA_PA-10083,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021712,NLA22_MI-10028,9/12/2022,1,MI,NLA,2022,CORE,NLA_MI-10248,ASSESS,,,,,,,,,Y,3,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,L,,,,,,,NONE,RESTRICTED,,,NONE,NO,,YES,3,RARE,RARE,SPARSE,MODERATE,SPARSE,SPARSE,SPARSE,RARE,,,L,L,,L,L,GOOD,,L,,M,,M,M,M,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2021712,NLA22_MI-10028,9/12/2022,1,MI,NLA,2022,CORE,NLA_MI-10248,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021713,NLA22_WA-10034,9/12/2022,1,WA,NLA,2022,CORE,NLA_WA-10131,ASSESS,,,,,,,,,Y,3,,NO,,FAIR,,,NO,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,M,,M,L,,M,M,NONE,RESTRICTED,,,ARTIFICIAL,NO,,YES,2,RARE,SPARSE,MODERATE,MODERATE,SPARSE,SPARSE,SPARSE,RARE,L,,L,,L,,L,FAIR,,L,,M,,H,M,,Y,,UNSWIMMABLE,,MESOTROPHIC,,ABSENT
10/16/2023,2021713,NLA22_WA-10034,9/12/2022,1,WA,NLA,2022,CORE,NLA_WA-10131,CHAB,,,,,,,,,,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021714,NLA22_MN-10021,9/12/2022,1,MN,NLA,2022,CORE,NLA_MN-10162,ASSESS,,,,,,,,,Y,4,,NO,,GOOD,,,,,RESERVOIR,,,,,,,,,N,,MODERATE,MODERATE,MODERATE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,3,RARE,RARE,RARE,MODERATE,SPARSE,RARE,MODERATE,MODERATE,,,,,,,,GOOD,,,,M,,,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2021714,NLA22_MN-10021,9/12/2022,1,MN,NLA,2022,CORE,NLA_MN-10162,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021715,NLA22_OK-10004,9/12/2022,2,OK,NLA,2022,CORE,NLA_OK-10133,ASSESS,,,,M,,M,,,Y,2,IMPOUNDMENT,YES,,FAIR,,,YES,,RESERVOIR,,,,,,,,,N,,ABSENT,RARE,RARE,,,,,,,,NONE,NONE,,,ARTIFICIAL,NO,,UNKNOWN,2,MODERATE,MODERATE,RARE,RARE,MODERATE,RARE,RARE,RARE,,,,,,,L,FAIR,,,,L,,,L,,Y,,UNSWIMMABLE,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2021715,NLA22_OK-10004,9/12/2022,2,OK,NLA,2022,CORE,NLA_OK-10133,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021716,NLA22_KS-10004,9/12/2022,2,KS,NLA,2022,CORE,NLA_KS-10077,ASSESS,,L,,,,,,,Y,3,EXCAVATION,YES,,GOOD,,,,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,RARE,M,,M,,,,,NONE,RESTRICTED,,,NONE,NO,,UNKNOWN,2,RARE,SPARSE,EXTENSIVE,RARE,EXTENSIVE,MODERATE,RARE,RARE,,,H,,,,H,GOOD,,,,H,L,H,H,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2021716,NLA22_KS-10004,9/12/2022,2,KS,NLA,2022,CORE,NLA_KS-10077,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021717,NLA22_MN-10078,9/12/2022,1,MN,NLA,2022,CORE,NLA_MN-10365,ASSESS,,H,,L,,L,,,Y,3,,UNKNOWN,,FAIR,,,,,SEEPAGE,,,,,,L,,,Y,0.1,HIGH,MODERATE,EXTENSIVE,,,,,,,,NONE,RESTRICTED,,,NONE,NO,,UNKNOWN,3,RARE,RARE,RARE,RARE,SPARSE,RARE,RARE,MODERATE,L,,,,,,L,FAIR,,,,L,,L,M,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2021717,NLA22_MN-10078,9/12/2022,1,MN,NLA,2022,CORE,NLA_MN-10365,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021718,NLA22_SD-10169,9/12/2022,1,SD,NLA,2022,CORE,NLA_SD-10355,ASSESS,,,,,,H,,,Y,3,,NO,,GOOD,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,L,,,,,,,LOW,NONE,,,NONE,NO,,YES,3,RARE,SPARSE,RARE,RARE,EXTENSIVE,SPARSE,SPARSE,SPARSE,,,,,,,L,GOOD,,,,,,,L,,Y,,FAIR,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2021718,NLA22_SD-10169,9/12/2022,1,SD,NLA,2022,CORE,NLA_SD-10355,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021719,NLA22_NJ-10025,9/13/2022,1,NJ,NLA,2022,CORE,NLA_NJ-10045,ASSESS,,M,,,,H,,H,Y,1,IMPOUNDMENT,YES,,POOR,,,UNKNOWN,,RESERVOIR,,,,,,,,,Y,-0.5,HIGH,MODERATE,RARE,M,,,M,,,,LOW,RESTRICTED,,,ARTIFICIAL,NO,,UNKNOWN,1,MODERATE,RARE,SPARSE,MODERATE,MODERATE,SPARSE,SPARSE,SPARSE,L,,,,,,L,FAIR,,,,L,,M,L,,Y,,UNSWIMMABLE,,EUTROPHIC,IRRIGATION,PRESENT
10/16/2023,2021719,NLA22_NJ-10025,9/13/2022,1,NJ,NLA,2022,CORE,NLA_NJ-10045,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021720,NLA22_NY-10036,9/13/2022,1,NY,NLA,2022,CORE,NLA_NY-10072,ASSESS,,,,,,L,,L,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,M,,L,,,L,,NONE,BANNED,,,NONE,NO,,YES,4,RARE,SPARSE,MODERATE,MODERATE,MODERATE,SPARSE,SPARSE,SPARSE,,,,,,,L,EXCELLENT,,,,M,L,M,L,,Y,,FAIR,,MESOTROPHIC,OTHER,PRESENT
10/16/2023,2021720,NLA22_NY-10036,9/13/2022,1,NY,NLA,2022,CORE,NLA_NY-10072,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021721,NLA22_MN-10034,9/13/2022,1,MN,NLA,2022,CORE,NLA_MN-10341,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,SEEPAGE,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,5,RARE,RARE,RARE,MODERATE,SPARSE,RARE,MODERATE,MODERATE,,,,,,,,GOOD,,,,,,,,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2021721,NLA22_MN-10034,9/13/2022,1,MN,NLA,2022,CORE,NLA_MN-10341,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021722,NLA22_AR-10011,9/12/2022,2,AR,NLA,2022,CORE,NLA_AR-10036,ASSESS,,H,,,,,,,Y,2,,NO,,FAIR,,,,,SEEPAGE,,,,,,,,,N,,ABSENT,RARE,RARE,L,,,,,,,NONE,NONE,,,NONE,YES,,UNKNOWN,2,SPARSE,SPARSE,RARE,EXTENSIVE,RARE,RARE,MODERATE,SPARSE,,,,,,,L,POOR,,,,,,,L,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2021722,NLA22_AR-10011,9/12/2022,2,AR,NLA,2022,CORE,NLA_AR-10036,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021723,NLA22_GA-10086,9/13/2022,1,GA,NLA,2022,CORE,NLA_GA-10136,ASSESS,,,,,,,,,Y,5,,UNKNOWN,,EXCELLENT,,,UNKNOWN,,DRAINAGE,,,,,,,,,Y,0.3,SPARSE,RARE,RARE,L,,,,,,,NONE,NONE,,,ARTIFICIAL,NO,,UNKNOWN,5,RARE,SPARSE,SPARSE,MODERATE,MODERATE,SPARSE,MODERATE,RARE,,,,,,,,EXCELLENT,,,,M,,L,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2021723,NLA22_GA-10086,9/13/2022,1,GA,NLA,2022,CORE,NLA_GA-10136,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021724,NLA22_KS-10003,9/13/2022,2,KS,NLA,2022,CORE,NLA_KS-10076,ASSESS,,,,,,,,,Y,1,EXCAVATION,YES,,FAIR,,,,,SEEPAGE,,,,,L,,,,N,,HIGH,SPARSE,MODERATE,L,,,,,,,NONE,NONE,,,NONE,NO,,NO,2,RARE,SPARSE,SPARSE,SPARSE,SPARSE,SPARSE,MODERATE,SPARSE,L,,,,,,H,POOR,,,,L,,L,H,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2021724,NLA22_KS-10003,9/13/2022,2,KS,NLA,2022,CORE,NLA_KS-10076,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021725,NLA22_MI-10018,9/13/2022,1,MI,NLA,2022,CORE,NLA_MI-10238,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,MODERATE,RARE,,,,,,,,NONE,RESTRICTED,,,NONE,NO,,YES,4,RARE,SPARSE,RARE,SPARSE,SPARSE,RARE,EXTENSIVE,EXTENSIVE,,,,,,,,FAIR,,,,,,L,L,,Y,,UNSWIMMABLE,,MESOTROPHIC,,ABSENT
10/16/2023,2021725,NLA22_MI-10018,9/13/2022,1,MI,NLA,2022,CORE,NLA_MI-10238,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021726,NLA22_WA-10003,9/13/2022,2,WA,NLA,2022,CORE,NLA_WA-10114,ASSESS,,,,,M,,,,Y,3,,NO,,GOOD,,,,,SEEPAGE,,,,,,,,,Y,0.1,MODERATE,MODERATE,MODERATE,M,,,,,,,NONE,BANNED,,,NONE,NO,,YES,3,RARE,RARE,RARE,SPARSE,SPARSE,RARE,EXTENSIVE,RARE,M,,M,,,H,M,GOOD,L,,,L,,L,M,,Y,,UNSWIMMABLE,,MESOTROPHIC,,ABSENT
10/16/2023,2021726,NLA22_WA-10003,9/13/2022,2,WA,NLA,2022,CORE,NLA_WA-10114,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021727,NLA22_WI-10113,9/13/2022,1,WI,NLA,2022,CORE,NLA_WI-10238,ASSESS,,,,,,,,,Y,4,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,HIGH,SPARSE,EXTENSIVE,M,,M,,,,,LOW,NONE,,,NONE,NO,,YES,4,RARE,RARE,SPARSE,MODERATE,SPARSE,SPARSE,MODERATE,MODERATE,L,,L,,,,L,GOOD,,,,L,,M,M,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2021727,NLA22_WI-10113,9/13/2022,1,WI,NLA,2022,CORE,NLA_WI-10238,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
10/16/2023,2021728,NLA22_OK-10006,9/13/2022,2,OK,NLA,2022,CORE,NLA_OK-10135,ASSESS,,,,,,M,,,Y,3,IMPOUNDMENT,YES,,GOOD,,,,,RESERVOIR,,,,,,L,,,N,,MODERATE,MODERATE,MODERATE,,,,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,3,RARE,MODERATE,RARE,SPARSE,MODERATE,SPARSE,RARE,RARE,L,,,,,,M,GOOD,,,,,L,L,,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2021728,NLA22_OK-10006,9/13/2022,2,OK,NLA,2022,CORE,NLA_OK-10135,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021729,NLA22_UT-10027,9/13/2022,1,UT,NLA,2022,CORE,NLA_UT-10358,ASSESS,,,,M,,,,H,Y,4,,NO,,GOOD,,,YES,,DRAINAGE,,,,,,,,,Y,2.2,HIGH,SPARSE,MODERATE,L,,L,L,,,,NONE,NONE,,,ARTIFICIAL,NO,,YES,3,RARE,MODERATE,RARE,MODERATE,SPARSE,RARE,SPARSE,RARE,L,,,L,,L,L,GOOD,,,,,,,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2021729,NLA22_UT-10027,9/13/2022,1,UT,NLA,2022,CORE,NLA_UT-10358,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021730,NLA22_WV-10021,9/13/2022,1,WV,NLA,2022,CORE,NLA_WV-10047,ASSESS,,,,,,,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,UNKNOWN,,RESERVOIR,,,,,,,,,N,,ABSENT,RARE,RARE,M,,L,,,,,LOW,NONE,,,ARTIFICIAL,NO,,NO,4,RARE,RARE,SPARSE,EXTENSIVE,SPARSE,SPARSE,SPARSE,SPARSE,,L,M,L,,L,L,EXCELLENT,,,,L,L,L,L,L,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2021730,NLA22_WV-10021,9/13/2022,1,WV,NLA,2022,CORE,NLA_WV-10047,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021731,NLA22_MN-10067,9/13/2022,1,MN,NLA,2022,CORE,NLA_MN-10183,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,N,,HIGH,SPARSE,EXTENSIVE,,,,L,,,,NONE,RESTRICTED,,,NONE,NO,,UNKNOWN,5,RARE,RARE,RARE,EXTENSIVE,MODERATE,RARE,SPARSE,MODERATE,,,,,,L,,EXCELLENT,,,,,,,L,,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2021731,NLA22_MN-10067,9/13/2022,1,MN,NLA,2022,CORE,NLA_MN-10183,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021732,NLA22_MN-10024,9/13/2022,1,MN,NLA,2022,CORE,NLA_MN-10165,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,N,,HIGH,MODERATE,SPARSE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,4,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,MODERATE,SPARSE,,,,,,L,,EXCELLENT,,,,,,,L,,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2021732,NLA22_MN-10024,9/13/2022,1,MN,NLA,2022,CORE,NLA_MN-10165,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021733,NLA22_SD-10125,9/13/2022,1,SD,NLA,2022,CORE,NLA_SD-10311,ASSESS,,,,L,,H,,,Y,3,,NO,,FAIR,,,,,SEEPAGE,,,,,,,,,Y,0.25,MODERATE,MODERATE,SPARSE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,3,RARE,RARE,RARE,RARE,EXTENSIVE,RARE,SPARSE,RARE,,,,,,,L,FAIR,,,,,,,,,Y,,FAIR,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2021733,NLA22_SD-10125,9/13/2022,1,SD,NLA,2022,CORE,NLA_SD-10311,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021734,NLA22_OR-10177,9/13/2022,1,OR,NLA,2022,CORE,NLA_OR-10304,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,Y,0.4,SPARSE,RARE,RARE,,,,,,,,NONE,BANNED,,,NONE,NO,,YES,5,RARE,SPARSE,RARE,EXTENSIVE,MODERATE,RARE,SPARSE,RARE,,,,L,,M,,EXCELLENT,,,,,,,,,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2021734,NLA22_OR-10177,9/13/2022,1,OR,NLA,2022,CORE,NLA_OR-10304,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021735,NLA22_MI-10054,9/14/2022,1,MI,NLA,2022,CORE,NLA_MI-10184,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,SEEPAGE,,,,,L,,,,N,,MODERATE,MODERATE,MODERATE,,,,,,,,NONE,NONE,,,NONE,NO,,YES,5,RARE,SPARSE,RARE,EXTENSIVE,SPARSE,RARE,EXTENSIVE,EXTENSIVE,,,,,,,L,GOOD,,,,L,,,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2021735,NLA22_MI-10054,9/14/2022,1,MI,NLA,2022,CORE,NLA_MI-10184,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021736,NLA22_NY-10043,9/14/2022,1,NY,NLA,2022,CORE,NLA_NY-10079,ASSESS,,,,,,,,L,Y,4,IMPOUNDMENT,YES,,GOOD,,,NO,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,SPARSE,L,,,,,M,L,LOW,NONE,,,ARTIFICIAL,NO,,NO,4,RARE,RARE,SPARSE,MODERATE,SPARSE,SPARSE,EXTENSIVE,SPARSE,,,,,,,,GOOD,,,,L,L,L,L,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2021736,NLA22_NY-10043,9/14/2022,1,NY,NLA,2022,CORE,NLA_NY-10079,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021737,NLA22_MN-10028,9/14/2022,1,MN,NLA,2022,CORE,NLA_MN-10335,ASSESS,,,,,,L,,,Y,5,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,,,,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,4,RARE,SPARSE,RARE,MODERATE,SPARSE,RARE,SPARSE,MODERATE,,,,,,,,EXCELLENT,,,,L,,L,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2021737,NLA22_MN-10028,9/14/2022,1,MN,NLA,2022,CORE,NLA_MN-10335,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021738,NLA22_MN-10044,9/14/2022,1,MN,NLA,2022,CORE,NLA_MN-10351,ASSESS,,,,,,,,L,Y,4,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,LOW,NONE,,,NONE,NO,,UNKNOWN,3,RARE,SPARSE,SPARSE,MODERATE,MODERATE,SPARSE,SPARSE,SPARSE,,,,,,,,GOOD,,,,M,L,M,M,,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2021738,NLA22_MN-10044,9/14/2022,1,MN,NLA,2022,CORE,NLA_MN-10351,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021739,NLA22_WA-10002,9/14/2022,2,WA,NLA,2022,CORE,NLA_WA-10113,ASSESS,,,,,,,,,Y,5,,NO,,GOOD,,,,,SEEPAGE,,,,,,,,,Y,0.7,SPARSE,RARE,SPARSE,M,,M,L,,,,NONE,BANNED,,,NONE,NO,,YES,4,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,SPARSE,RARE,,,M,,,M,L,EXCELLENT,,,,L,,,M,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2021739,NLA22_WA-10002,9/14/2022,2,WA,NLA,2022,CORE,NLA_WA-10113,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021740,NLA22_NY-10070,9/14/2022,1,NY,NLA,2022,CORE,NLA_NY-10106,ASSESS,,,,,,,,,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,NONE,BANNED,,,NONE,NO,,YES,5,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,SPARSE,RARE,,,,L,,,,EXCELLENT,,,,,,,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2021740,NLA22_NY-10070,9/14/2022,1,NY,NLA,2022,CORE,NLA_NY-10106,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2021741,NLA22_GA-10107,9/14/2022,1,GA,NLA,2022,CORE,NLA_GA-10157,ASSESS,,,,,,,,,Y,5,IMPOUNDMENT,YES,,EXCELLENT,,,UNKNOWN,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,M,,M,,,,,NONE,RESTRICTED,,,ARTIFICIAL,NO,,NO,5,RARE,SPARSE,RARE,MODERATE,MODERATE,SPARSE,MODERATE,SPARSE,,,,,,,L,EXCELLENT,L,,,L,L,,L,,Y,,UNSWIMMABLE,,MESOTROPHIC,,ABSENT
