UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,STUDY,STATE,SAMPLE_TYPE,FLAG,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,FLIGHT_HAZARDS,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,LAKE_LEVEL,LEVEL_CHANGE_M,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_TREATMENT,MBOAT_DENSITY,MBOAT_RESTRICT,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_TRAILS,REC_TRASH,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SEWAGE,REVIEW,SWIMMABILITY,TROPHIC_STATE
2011176,4/26/2021,NLA17_OR-10128,27-Jun-17,1,NLA,OR,ASSESS,,L,,L,L,L,,,2,FAIR,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,RARE,L,,M,,,,,,RESTRICTED,NONE,2,,MODERATE,,,MODERATE,,MODERATE,,L,,,,,,M,FAIR,,,,,,,L,,,UNSWIMMABLE,EUTROPHIC
2011177,4/26/2021,NLA17_NJ-10023,24-Jul-17,1,NLA,NJ,ASSESS,,,,,,,,L,4,GOOD,,RESERVOIR,,,,,,,,,N,,MODERATE,RARE,MODERATE,L,L,,L,,,,,BANNED,ARTIFICIAL,3,,RARE,MODERATE,MODERATE,SPARSE,RARE,MODERATE,MODERATE,,,L,L,,L,M,POOR,L,,,M,L,H,H,L,,FAIR,OLIGOTROPHIC
2011179,4/26/2021,NLA17_WI-10007,23-Jul-17,1,NLA,WI,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,L,,,,,,,LOW,,NATURAL,3,,SPARSE,SPARSE,EXTENSIVE,SPARSE,SPARSE,SPARSE,SPARSE,,,,,,,,GOOD,,,,L,,L,L,,,FAIR,MESOTROPHIC
2011180,4/26/2021,NLA17_WI-10025,24-Jul-17,1,NLA,WI,ASSESS,,,,,,,,,4,GOOD,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,LOW,,NONE,4,,RARE,RARE,MODERATE,SPARSE,RARE,SPARSE,MODERATE,,,,,,,,GOOD,,,,L,,L,L,,,GOOD,MESOTROPHIC
2011181,4/26/2021,NLA17_OR-10167,19-Jul-17,1,NLA,OR,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,,NONE,5,,SPARSE,,MODERATE,SPARSE,,MODERATE,SPARSE,,,,L,,L,,EXCELLENT,,,,,,,,,,GOOD,MESOTROPHIC
2011182,4/26/2021,NLA17_ME-10019,24-Jul-17,1,NLA,ME,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,,,SPARSE,RARE,RARE,,,,,,,,,,NONE,5,,,,SPARSE,,,,EXTENSIVE,,,,,,,,GOOD,,,,,,,,,,UNSWIMMABLE,
2011183,4/26/2021,NLA17_SD-10097,24-Jul-17,1,NLA,SD,ASSESS,,M,,L,,M,,,3,GOOD,,SEEPAGE,,,,,,,,,,,SPARSE,RARE,RARE,,,,,,,,,,NONE,4,SPARSE,,,RARE,EXTENSIVE,,RARE,SPARSE,,,,,,,,GOOD,,,,,,L,L,,,UNSWIMMABLE,HYPEREUTROPHIC
2011184,4/26/2021,NLA17_NE-10002,24-Jul-17,1,NLA,NE,ASSESS,,L,L,L,L,L,L,L,5,EXCELLENT,,SEEPAGE,L,L,L,L,L,L,L,L,N,,MODERATE,SPARSE,SPARSE,L,L,L,L,L,L,L,,BANNED,NATURAL,5,RARE,RARE,RARE,RARE,MODERATE,RARE,RARE,EXTENSIVE,L,L,L,L,L,L,L,EXCELLENT,L,L,L,L,L,L,L,L,,FAIR,MESOTROPHIC
2011185,4/26/2021,NLA17_WA-10013,24-Jul-17,1,NLA,WA,ASSESS,,M,,L,,M,,M,2,FAIR,,DRAINAGE,,,,,,,,,Y,0.2,HIGH,SPARSE,EXTENSIVE,,,L,M,,,,,RESTRICTED,,2,SPARSE,RARE,RARE,RARE,EXTENSIVE,,RARE,MODERATE,L,,,,,,L,FAIR,,,,L,L,L,L,,,UNSWIMMABLE,EUTROPHIC
2011186,4/26/2021,NLA17_MT-10007,24-Jul-17,1,NLA,MT,ASSESS,,,,L,,L,,H,3,EXCELLENT,,RESERVOIR,,,,,,,,,Y,1,HIGH,SPARSE,MODERATE,L,,L,H,,,,LOW,,ARTIFICIAL,2,,EXTENSIVE,RARE,,RARE,RARE,RARE,MODERATE,,,,,,,L,FAIR,,,,L,L,L,L,,,GOOD,MESOTROPHIC
2011187,4/26/2021,NLA17_MI-10010,24-Jul-17,1,NLA,MI,ASSESS,,,,,,,,,4,FAIR,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,,,,,,,,HIGH,,,3,,RARE,EXTENSIVE,SPARSE,MODERATE,MODERATE,SPARSE,RARE,,L,,,,L,,EXCELLENT,L,,,H,L,H,M,,,GOOD,EUTROPHIC
2011189,4/26/2021,NLA17_SD-10051,25-Jul-17,1,NLA,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011192,4/26/2021,NLA17_ID-10062,24-Jul-17,1,NLA,ID,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,,,HIGH,SPARSE,MODERATE,M,,,,,,,,,NATURAL,4,,,,,MODERATE,,,MODERATE,,,,L,,,L,FAIR,,,,,,,L,,,FAIR,MESOTROPHIC
2011193,4/26/2021,NLA17_WI-10089,25-Jul-17,1,NLA,WI,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,L,,,,,,,HIGH,,NONE,3,,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,RARE,,,,,,,,L,GOOD,,L,,L,,M,L,,,GOOD,MESOTROPHIC
2011194,4/26/2021,NLA17_TX-10014,25-Jul-17,1,NLA,TX,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,L,,L,,,,,LOW,RESTRICTED,ARTIFICIAL,3,RARE,SPARSE,RARE,MODERATE,MODERATE,SPARSE,RARE,SPARSE,,,M,,,,L,GOOD,,,,M,L,L,L,,,FAIR,MESOTROPHIC
2011195,4/26/2021,NLA17_SD-10104,25-Jul-17,1,NLA,SD,ASSESS,,H,,,,,,,2,FAIR,,SEEPAGE,,,,,,,,,Y,0.2,SPARSE,RARE,RARE,,,,,,,,,,NONE,2,EXTENSIVE,,,,SPARSE,SPARSE,RARE,RARE,,,,,,,,FAIR,,,,,,,L,,,UNSWIMMABLE,HYPEREUTROPHIC
2011197,4/26/2021,NLA17_WA-10014,25-Jul-17,1,NLA,WA,ASSESS,,,,,,,,,4,EXCELLENT,,DRAINAGE,,M,,,,,,,Y,0.2,HIGH,RARE,EXTENSIVE,,,,,,,,,BANNED,NATURAL,4,RARE,SPARSE,RARE,SPARSE,EXTENSIVE,RARE,SPARSE,SPARSE,L,,,,,L,,FAIR,,,,,,,,,,GOOD,MESOTROPHIC
2011198,4/26/2021,NLA17_VT-10005,25-Jul-17,1,NLA,VT,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,L,,,,N,,HIGH,MODERATE,MODERATE,,,,,,,,,,,5,RARE,RARE,RARE,EXTENSIVE,EXTENSIVE,RARE,MODERATE,EXTENSIVE,,,,,,,,GOOD,,,,L,,L,L,,,UNSWIMMABLE,
2011199,4/26/2021,NLA17_MT-10006,25-Jul-17,1,NLA,MT,ASSESS,,M,,,,,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,,,,,,,,,RESTRICTED,ARTIFICIAL,3,MODERATE,SPARSE,,,MODERATE,RARE,,MODERATE,,,,,,,L,FAIR,,,,,,,L,,,UNSWIMMABLE,HYPEREUTROPHIC
2011200,4/26/2021,NLA17_MS-10006,25-Jul-17,1,NLA,MS,ASSESS,,,,,,,,,4,GOOD,Y,SEEPAGE,,,,,,L,,,,,SPARSE,SPARSE,SPARSE,,,,,,,,,,NONE,3,,RARE,,EXTENSIVE,SPARSE,RARE,SPARSE,SPARSE,L,,,,,,,GOOD,,,,,,,L,,,FAIR,EUTROPHIC
2011201,4/26/2021,NLA17_ID-10084,25-Jul-17,1,NLA,ID,ASSESS,,,,L,,L,,,4,GOOD,,RESERVOIR,,,,,,L,,,N,,SPARSE,RARE,RARE,,,,,,,,HIGH,,ARTIFICIAL,4,RARE,RARE,SPARSE,SPARSE,RARE,RARE,MODERATE,RARE,L,,L,,,,L,EXCELLENT,L,,,L,,M,L,,,GOOD,MESOTROPHIC
2011203,4/26/2021,NLA17_FL-10038,26-Jul-17,1,NLA,FL,ASSESS,,,,L,,M,,,4,EXCELLENT,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,,,,,,,,,RESTRICTED,NONE,3,SPARSE,SPARSE,RARE,MODERATE,MODERATE,RARE,MODERATE,RARE,L,,,,,,,GOOD,,,,L,,L,L,,,FAIR,EUTROPHIC
2011204,4/26/2021,NLA17_VT-10003,26-Jul-17,2,NLA,VT,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,Y,0.5,SPARSE,RARE,RARE,L,,L,H,,,,LOW,,ARTIFICIAL,5,RARE,RARE,SPARSE,EXTENSIVE,RARE,RARE,SPARSE,SPARSE,,,,,,,L,EXCELLENT,,,,L,,M,L,,,GOOD,OLIGOTROPHIC
2011205,4/26/2021,NLA17_WI-10109,26-Jul-17,1,NLA,WI,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,M,,,,,N,,SPARSE,SPARSE,RARE,L,,,,,,,LOW,,NONE,4,,,RARE,EXTENSIVE,RARE,RARE,SPARSE,SPARSE,H,,,,,,,EXCELLENT,,,,L,,L,L,,,GOOD,MESOTROPHIC
2011206,4/26/2021,NLA17_ME-10023,26-Jul-17,1,NLA,ME,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,,,MODERATE,SPARSE,MODERATE,,,,,,,,,,NONE,4,,,,MODERATE,,,MODERATE,SPARSE,,,,,,,,FAIR,,,,,,L,,,,FAIR,MESOTROPHIC
2011207,4/26/2021,NLA17_NE-10004,26-Jul-17,1,NLA,NE,ASSESS,,L,L,M,L,H,L,L,4,GOOD,,SEEPAGE,L,L,L,L,L,L,L,L,,,SPARSE,RARE,EXTENSIVE,L,L,M,L,L,L,H,LOW,RESTRICTED,NATURAL,4,RARE,SPARSE,RARE,RARE,EXTENSIVE,RARE,SPARSE,MODERATE,L,L,L,L,L,L,L,GOOD,L,L,L,L,L,L,L,L,,FAIR,MESOTROPHIC
2011208,4/26/2021,NLA17_WA-10026,26-Jul-17,1,NLA,WA,ASSESS,,,,,,,,,2,EXCELLENT,,DRAINAGE,,,,,,,,,,,HIGH,MODERATE,EXTENSIVE,,,,,,,,,BANNED,,4,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,MODERATE,MODERATE,,,,,,,L,POOR,,,,,,,L,,,UNSWIMMABLE,MESOTROPHIC
2011209,4/26/2021,NLA17_MS-10002,26-Jul-17,1,NLA,MS,ASSESS,,,,,,,,M,4,GOOD,,RESERVOIR,,,,,,,,,Y,,ABSENT,SPARSE,RARE,M,,L,M,,,,HIGH,,ARTIFICIAL,3,,MODERATE,,EXTENSIVE,SPARSE,MODERATE,MODERATE,EXTENSIVE,,,M,M,,M,L,GOOD,,,,M,L,L,M,,,FAIR,MESOTROPHIC
2011210,4/26/2021,NLA17_ID-10071,26-Jul-17,1,NLA,ID,ASSESS,,,,,,,,,5,GOOD,,DRAINAGE,,,,,,,,,N,,ABSENT,,,L,,,,,,,LOW,,NONE,4,,SPARSE,,EXTENSIVE,SPARSE,SPARSE,MODERATE,,,,M,,,L,,GOOD,,,,,,,M,,,GOOD,MESOTROPHIC
2011213,4/26/2021,NLA17_MT-10065,26-Jul-17,1,NLA,MT,ASSESS,,,,M,,M,,,3,GOOD,,RESERVOIR,,,,,,,,,Y,0,MODERATE,RARE,MODERATE,,,,,,,,,,ARTIFICIAL,2,,RARE,,,MODERATE,RARE,RARE,MODERATE,,,,,,,,GOOD,,,,,,,,,,UNSWIMMABLE,HYPEREUTROPHIC
2011214,4/26/2021,NLA17_SD-10096,26-Jul-17,1,NLA,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011215,4/26/2021,NLA17_SD-10021,26-Jul-17,1,NLA,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011216,4/26/2021,NLA17_SD-10017,26-Jul-17,1,NLA,SD,ASSESS,,L,,,,,,,5,EXCELLENT,,SEEPAGE,,,,,,,,,Y,0.2,SPARSE,RARE,SPARSE,,,,,,,,,,NONE,5,,,,RARE,EXTENSIVE,RARE,RARE,RARE,,,,,,,,GOOD,,,,,,,L,,,GOOD,EUTROPHIC
2011217,4/26/2021,NLA17_AZ-10100,26-Jul-17,1,NLA,AZ,ASSESS,,L,L,M,L,L,L,H,4,FAIR,,RESERVOIR,L,M,L,L,M,L,L,L,Y,20,ABSENT,RARE,RARE,H,H,,H,,L,,HIGH,,ARTIFICIAL,3,,EXTENSIVE,,,SPARSE,SPARSE,MODERATE,,L,M,M,M,L,M,L,GOOD,L,L,L,L,L,L,L,L,,GOOD,MESOTROPHIC
2011218,4/26/2021,NLA17_VT-10001,27-Jul-17,2,NLA,VT,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,SPARSE,M,,L,L,,,,HIGH,,ARTIFICIAL,2,RARE,SPARSE,EXTENSIVE,MODERATE,MODERATE,MODERATE,SPARSE,SPARSE,,,,,,,L,EXCELLENT,,L,,H,,H,M,,,GOOD,MESOTROPHIC
2011220,4/26/2021,NLA17_IN-10129,27-Jul-17,1,NLA,IN,ASSESS,,L,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,N,,HIGH,MODERATE,EXTENSIVE,,,,,,,,LOW,,NATURAL,3,,RARE,MODERATE,MODERATE,SPARSE,SPARSE,SPARSE,SPARSE,H,,,,,,,FAIR,L,,,L,,M,L,,,FAIR,EUTROPHIC
2011221,4/26/2021,NLA17_MD-10015,27-Jul-17,1,NLA,MD,ASSESS,,,,,,,,L,3,FAIR,,RESERVOIR,,,,,,,,,N,,MODERATE,MODERATE,RARE,H,,M,,,,,LOW,RESTRICTED,ARTIFICIAL,3,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,MODERATE,MODERATE,,,L,L,,L,,FAIR,L,,,L,L,L,L,,,UNSWIMMABLE,EUTROPHIC
2011223,4/26/2021,NLA17_IN-10029,26-Jul-17,1,NLA,IN,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,,,ABSENT,RARE,RARE,,,,L,,,,,BANNED,ARTIFICIAL,4,,RARE,,MODERATE,,SPARSE,SPARSE,SPARSE,,,,,,L,M,GOOD,L,,,,,,L,,,GOOD,EUTROPHIC
2011224,4/26/2021,NLA17_NH-10001,27-Jul-17,1,NLA,NH,ASSESS,,,,,,,,,5,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,M,,,,,L,L,,,NONE,5,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,MODERATE,SPARSE,L,,L,,,L,,EXCELLENT,,,,,,L,L,,,GOOD,MESOTROPHIC
2011225,4/26/2021,NLA17_WI-10086,27-Jul-17,1,NLA,WI,ASSESS,,,,,,,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,HIGH,MODERATE,EXTENSIVE,L,,,,,,,,,ARTIFICIAL,2,,,EXTENSIVE,,EXTENSIVE,RARE,MODERATE,,M,,H,,,,L,GOOD,M,,,H,L,M,M,,,UNSWIMMABLE,MESOTROPHIC
2011226,4/26/2021,NLA17_MO-10002,27-Jul-17,1,NLA,MO,ASSESS,,M,,M,,H,,,4,GOOD,,RESERVOIR,,,L,,,,,,,,SPARSE,,RARE,H,L,,L,,,,HIGH,,ARTIFICIAL,3,,RARE,RARE,MODERATE,MODERATE,RARE,SPARSE,RARE,,L,M,L,,L,L,EXCELLENT,L,L,,L,,L,M,,,GOOD,EUTROPHIC
2011227,4/26/2021,NLA17_VT-10007,28-Jul-17,1,NLA,VT,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,N,,ABSENT,RARE,RARE,,,M,,,,,,,ARTIFICIAL,3,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,RARE,RARE,,,,,,,L,FAIR,,,,L,L,L,L,,,UNSWIMMABLE,EUTROPHIC
2011228,4/26/2021,NLA17_OR-10166,26-Jul-17,1,NLA,OR,ASSESS,,,,,,,,,5,EXCELLENT,Y,SEEPAGE,,L,,,,,,,N,,SPARSE,SPARSE,RARE,,,,,,,,LOW,,NONE,5,,MODERATE,,MODERATE,RARE,,MODERATE,,,,,M,,M,,EXCELLENT,,,,,,,,,,GOOD,MESOTROPHIC
2011229,4/26/2021,NLA17_TX-10077,26-Jul-17,1,NLA,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011230,4/26/2021,NLA17_IN-10134,28-Jul-17,1,NLA,IN,ASSESS,,H,,,,,,,2,FAIR,,DRAINAGE,,,,,,,,,,,SPARSE,SPARSE,SPARSE,,,,,,,,LOW,BANNED,NATURAL,2,RARE,RARE,,EXTENSIVE,SPARSE,,SPARSE,RARE,,,,,,,,FAIR,L,,,L,,L,L,,,FAIR,EUTROPHIC
2011232,4/26/2021,NLA17_MD-10001,26-Jul-17,1,NLA,MD,ASSESS,,,,,,L,,,,GOOD,,RESERVOIR,,,,,,,,,,,HIGH,SPARSE,MODERATE,M,H,M,L,,,,LOW,,ARTIFICIAL,4,,,,EXTENSIVE,RARE,,RARE,RARE,,,M,,H,L,,EXCELLENT,L,,,L,L,,L,,,GOOD,MESOTROPHIC
2011233,4/26/2021,NLA17_CO-10057,30-Jul-17,1,NLA,CO,ASSESS,,,,,,,,,3,FAIR,,SEEPAGE,,,,,,L,,,N,,SPARSE,RARE,RARE,M,,,,,,,LOW,RESTRICTED,NATURAL,2,,MODERATE,RARE,SPARSE,MODERATE,SPARSE,RARE,RARE,,,L,,,L,L,GOOD,,,,L,,,L,,,UNSWIMMABLE,EUTROPHIC
2011234,4/26/2021,NLA17_IN-10125,31-Jul-17,1,NLA,IN,ASSESS,,,,,,,,,3,FAIR,,SEEPAGE,,,,,,,,,,,HIGH,EXTENSIVE,RARE,,,,,,M,,LOW,,NONE,2,,RARE,SPARSE,MODERATE,SPARSE,RARE,RARE,,L,,,,,,,FAIR,L,,,L,L,L,L,,,UNSWIMMABLE,EUTROPHIC
2011235,4/26/2021,NLA17_VA-10013,31-Jul-17,1,NLA,VA,ASSESS,,M,,,,,,,2,POOR,,RESERVOIR,,,,,L,,,,N,,SPARSE,RARE,SPARSE,L,,L,,,,M,,BANNED,ARTIFICIAL,2,SPARSE,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,RARE,M,,,,,,,FAIR,,,,H,,L,L,,,UNSWIMMABLE,EUTROPHIC
2011236,4/26/2021,NLA17_IN-10009,28-Jul-17,1,NLA,IN,ASSESS,,,,,,,,,5,GOOD,,RESERVOIR,,,,,,,,,,,SPARSE,RARE,SPARSE,,,,L,,,,HIGH,,ARTIFICIAL,3,,SPARSE,RARE,MODERATE,RARE,SPARSE,RARE,,,M,L,L,L,L,,EXCELLENT,,,,,,L,,,,GOOD,EUTROPHIC
2011237,4/26/2021,NLA17_MD-10038,31-Jul-17,1,NLA,MD,ASSESS,,,,,,,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,,,,,,,,LOW,BANNED,ARTIFICIAL,2,RARE,RARE,RARE,SPARSE,EXTENSIVE,MODERATE,MODERATE,MODERATE,,,,,,,,FAIR,,,,H,M,,M,,,UNSWIMMABLE,EUTROPHIC
2011238,4/26/2021,NLA17_CO-10009,31-Jul-17,2,NLA,CO,ASSESS,,,,L,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,,RESTRICTED,ARTIFICIAL,4,,RARE,,MODERATE,RARE,SPARSE,SPARSE,RARE,,,,L,,,L,EXCELLENT,,,,,,,,,,FAIR,MESOTROPHIC
2011240,4/26/2021,NLA17_SD-10053,31-Jul-17,1,NLA,SD,ASSESS,,M,,M,,H,,,4,GOOD,,RESERVOIR,,,,,,,,,,,ABSENT,,,H,,M,L,,,,LOW,,ARTIFICIAL,4,,RARE,,SPARSE,EXTENSIVE,RARE,RARE,RARE,,L,M,M,L,,,EXCELLENT,,,,,,L,L,,,GOOD,EUTROPHIC
2011241,4/26/2021,NLA17_OK-10012,31-Jul-17,1,NLA,OK,ASSESS,,,,,,L,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,,,,M,,,,LOW,,ARTIFICIAL,3,RARE,SPARSE,MODERATE,RARE,SPARSE,SPARSE,MODERATE,SPARSE,M,,,,,,L,GOOD,,,,L,,M,L,,,FAIR,EUTROPHIC
2011242,4/26/2021,NLA17_IN-10094,1-Aug-17,1,NLA,IN,ASSESS,,,,,,,,,2,FAIR,,RESERVOIR,,,,,,,,,,,HIGH,SPARSE,EXTENSIVE,,,,,,,,LOW,,NONE,1,,RARE,SPARSE,RARE,SPARSE,,EXTENSIVE,,,,M,,,,,POOR,,L,,,L,L,M,L,,UNSWIMMABLE,EUTROPHIC
2011243,4/26/2021,NLA17_ME-10016,31-Jul-17,1,NLA,ME,ASSESS,,,,,,,,,4,EXCELLENT,,DRAINAGE,,,,M,,,,,Y,,SPARSE,RARE,SPARSE,,,,,,,,LOW,,NONE,5,,SPARSE,,MODERATE,MODERATE,,MODERATE,MODERATE,,,,,,,,FAIR,,,,,,,,,,FAIR,OLIGOTROPHIC
2011244,4/26/2021,NLA17_WI-10003,1-Aug-17,1,NLA,WI,ASSESS,,,,,,,,,3,FAIR,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,M,,,,,,,HIGH,,NATURAL,2,,SPARSE,EXTENSIVE,SPARSE,SPARSE,EXTENSIVE,SPARSE,,L,L,,,L,,L,GOOD,L,L,,H,L,H,M,,,FAIR,MESOTROPHIC
2011245,4/26/2021,NLA17_VA-10009,1-Aug-17,1,NLA,VA,ASSESS,,,,,,,,,2,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,,M,,M,,,,,,BANNED,ARTIFICIAL,,RARE,MODERATE,MODERATE,SPARSE,MODERATE,SPARSE,RARE,RARE,L,,M,,,,L,FAIR,,,,H,L,H,H,,,UNSWIMMABLE,EUTROPHIC
2011247,4/26/2021,NLA17_WA-10005,1-Aug-17,1,NLA,WA,ASSESS,,,,,,,,,3,FAIR,,DRAINAGE,,,,,,,,,Y,0.12,SPARSE,RARE,SPARSE,H,,H,L,,L,L,HIGH,RESTRICTED,,3,RARE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,SPARSE,L,,,,L,,M,EXCELLENT,,L,L,M,L,H,M,,,GOOD,EUTROPHIC
2011248,4/26/2021,NLA17_OK-10002,1-Aug-17,1,NLA,OK,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,ABSENT,RARE,RARE,M,,,,,,,HIGH,,ARTIFICIAL,3,RARE,SPARSE,SPARSE,MODERATE,SPARSE,RARE,SPARSE,RARE,L,M,M,L,L,L,L,GOOD,L,L,,L,L,M,L,,,FAIR,EUTROPHIC
2011249,4/26/2021,NLA17_ME-10021,2-Aug-17,1,NLA,ME,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,M,,,,,,,HIGH,MODERATE,EXTENSIVE,,,,,,,,,,ARTIFICIAL,3,,,SPARSE,SPARSE,,RARE,RARE,EXTENSIVE,,,,,,,,FAIR,,,,,,L,,,,UNSWIMMABLE,MESOTROPHIC
2011250,4/26/2021,NLA17_VA-10015,2-Aug-17,1,NLA,VA,ASSESS,,,,,,,,,2,FAIR,,RESERVOIR,,,,,,,,,,,MODERATE,RARE,MODERATE,L,,M,,,,,,BANNED,ARTIFICIAL,2,RARE,RARE,MODERATE,MODERATE,MODERATE,SPARSE,RARE,RARE,,,,,,,,FAIR,,,,M,,M,M,,,UNSWIMMABLE,EUTROPHIC
2011251,4/26/2021,NLA17_VA-10019,2-Aug-17,1,NLA,VA,ASSESS,,,,,,,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,M,,M,,,,,LOW,RESTRICTED,ARTIFICIAL,2,RARE,SPARSE,SPARSE,EXTENSIVE,SPARSE,SPARSE,SPARSE,SPARSE,,,,,,L,L,GOOD,,,,M,,M,M,,,UNSWIMMABLE,EUTROPHIC
2011252,4/26/2021,NLA17_WI-10001,2-Aug-17,2,NLA,WI,ASSESS,,,,,,,,,3,FAIR,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,SPARSE,H,,,,,M,,HIGH,,NATURAL,2,,RARE,EXTENSIVE,SPARSE,SPARSE,EXTENSIVE,SPARSE,SPARSE,M,L,L,L,L,L,L,GOOD,L,L,,M,L,H,M,,,UNSWIMMABLE,MESOTROPHIC
2011253,4/26/2021,NLA17_SD-10006,2-Aug-17,1,NLA,SD,ASSESS,,L,L,L,,L,,,4,FAIR,,SEEPAGE,M,,,,,,,,Y,1,SPARSE,RARE,RARE,M,,L,M,,,,LOW,,ARTIFICIAL,2,,RARE,,,EXTENSIVE,SPARSE,,SPARSE,,,H,,,L,L,GOOD,L,,,L,,M,L,,,FAIR,HYPEREUTROPHIC
2011254,4/26/2021,NLA17_WA-10023,2-Aug-17,1,NLA,WA,ASSESS,,,,H,,H,,M,1,POOR,,RESERVOIR,,L,,,,,,,Y,0.6,SPARSE,RARE,SPARSE,,,L,M,,,,LOW,,ARTIFICIAL,1,RARE,MODERATE,,SPARSE,MODERATE,,SPARSE,RARE,H,,,,,L,L,POOR,,,,,,,L,,,UNSWIMMABLE,HYPEREUTROPHIC
2011255,4/26/2021,NLA17_IN-10067,2-Aug-17,1,NLA,IN,ASSESS,,,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,HIGH,EXTENSIVE,EXTENSIVE,,,,,,,,LOW,,NONE,3,RARE,RARE,MODERATE,SPARSE,MODERATE,MODERATE,SPARSE,RARE,L,,,,,,,GOOD,,,,H,,M,M,,,UNSWIMMABLE,EUTROPHIC
