SITE_ID,VISIT_NO,DATE_COL,COMMENT_ORIGIN,LkArea_km2,L_LkAreakm2,ELEV_use,L_ELEV_use,LkPerim_km,L_LkPerimkm,DpthMx_use,L_DpthMx_use,HORIZDD_use,VERTDD_use
NLA17_MO-10015,1,7/20/2017,Change HYDROTYPE to RESERVOIR.,0.01940286,-1.71213425,231,2.36361198,0.6341721,-0.197792868,2.8,0.447158031,NA,NA
NLA17_MO-10027,1,6/28/2017,NA,0.04558194,-1.341207195,257,2.409933123,0.9955459,-0.001938712,1.5,0.176091259,0,NA
NLA17_MO-10028,1,8/30/2017,NA,0.0220515,-1.656561863,268,2.428134794,0.5696936,-0.244358659,2.7,0.431363764,0,0
NLA17_MO-10036,1,8/16/2017,NA,0.1288716,-0.889842779,302,2.480006943,1.966365,0.293664136,1.4,0.146128036,0,0
NLA17_MO-10038,1,9/13/2017,NA,0.1880019,-0.725837762,206,2.31386722,2.065754,0.315078602,10,1,0,0
NLA17_MO-10039,1,9/19/2017,NA,0.283521,-0.547414768,165,2.217483944,3.389504,0.530136151,7.3,0.86332286,0,0
NLA17_MO-10043,1,9/25/2017,NA,0.01710287,-1.766931005,197,2.294466226,0.76988,-0.113576962,4.2,0.62324929,0,0
NLA17_MO-HP001,1,6/22/2017,Clear impoundment on google earth,1.243664,0.094703063,330.66,2.519381661,10.67357,1.028309703,20.7,1.315970346,0,NA
NLA17_MO-HP002,1,6/7/2017,Set ORIGIN17 to MAN-MADE,0.2095756,-0.678659282,280.45,2.447855444,3.128963,0.495400428,10.6,1.025305865,0,NA
NLA17_MO-HP003,1,6/9/2017,Set ORIGIN17 to MAN-MADE,0.1966697,-0.706262545,241.3,2.382557322,4.115609,0.614434108,16,1.204119983,0,NA
NLA17_MO-HP004,1,6/8/2017,Set ORIGIN17 to MAN-MADE,2.525045,0.402269122,242.76,2.385177129,23.41375,1.369470977,10.2,1.008600172,0,NA
NLA17_MO-HP005,1,6/8/2017,Set ORIGIN17 to MAN-MADE,0.31245676,-0.505210075,177.89,2.250151535,6.116793,0.786523784,5.8,0.763427994,15.3,1
NLA17_MO-HP006,1,6/21/2017,Google Earth shows dam and outlet structure,0.1768375,-0.752425633,173.23,2.238623105,2.586557,0.412722053,5.2,0.716003344,0,NA
NLA17_MO-HP007,1,6/21/2017,Clear impoundment on google earth,0.08896605,-1.050775691,307.26,2.487506026,1.908152,0.280612967,5.5,0.74036269,0,NA
NLA17_MO-HP008,1,6/20/2017,lake constructed in 1950s via newspaper article,0.3873707,-0.411873232,260.58,2.41594108,3.159147,0.499569835,5.6,0.748188027,0,NA
NLA17_MO-HP009,1,6/22/2017,Looks like dam on google earth,0.2002175,-0.698497966,332.22,2.521425774,2.405096,0.381132416,10.9,1.037426498,0,NA
NLA17_MO-HP010,1,6/20/2017,Clear big dam on google earth,0.7132494,-0.146758585,257.33,2.41049042,6.491757,0.812362255,7.6,0.880813592,0,NA
NLA17_MS-10001,1,9/5/2017,NA,0.413189,-0.383851249,17,1.230448921,8.245882,0.916237116,3.7,0.568201724,0,NA
NLA17_MS-10001,2,9/20/2017,NA,0.413189,-0.383851249,17,1.230448921,8.245882,0.916237116,3.5,0.544068044,0,NA
NLA17_MS-10002,1,7/26/2017,NA,39.07841,1.591936885,65,1.812913357,102.3632,2.010143854,7,0.84509804,0.125,0.5
NLA17_MS-10004,1,8/9/2017,NA,0.7748475,-0.110783764,32,1.505149978,6.023183,0.779826058,2.3,0.361727836,0,NA
NLA17_MS-10005,1,9/6/2017,"Clear impoundment, dam/spillway on GE, crew noted dikes present",0.8205681,-0.08588537,92,1.963787827,6.744628,0.82895800100000006,6,0.77815125,0,NA
NLA17_MS-10006,1,7/25/2017,"Hard to say but looks like Pitted area, keep as impoundment",0.02959573,-1.528770943,64,1.806179974,0.9202079,-0.036114043,2,0.301029996,NA,NA
NLA17_MS-10007,1,7/12/2017,NA,0.07809252,-1.107390563,122,2.086359831,1.833389,0.263254621,7.17,0.855519156,NA,NA
NLA17_MS-10007,2,9/13/2017,NA,0.07809252,-1.107390563,122,2.086359831,1.833389,0.263254621,7.17,0.855519156,0,NA
NLA17_MS-10008,1,8/23/2017,"looks like created farm pond, crew says surrouned by manicured lawns",0.01250519,-1.902909705,164,2.214843848,0.507569,-0.29450491,3.75,0.574031268,0,NA
NLA17_MS-10013,1,8/24/2017,looks like created farm pond - hard to tell status,0.02747319,-1.56109091,98,1.991226076,0.7653849,-0.11612011,2.4,0.380211242,NA,NA
NLA17_MS-10015,1,9/19/2017,Looks like impoundment with linear end; boy scout camp pretty lake,0.3549879,-0.44978645,73,1.86332286,3.218616,0.507669166,6,0.77815125,0,NA
NLA17_MS-10017,1,8/21/2017,NA,0.2367721,-0.625669474,97,1.986771734,3.128334,0.495313115,8,0.903089987,0,NA
NLA17_MS-10019,1,7/27/2017,crew notes lake dam in phab,0.6372761,-0.195672369,158,2.198657087,6.887094,0.838036011,5,0.698970004,0,NA
NLA17_MS-10021,1,9/7/2017,"next to sand pit, close to Pearl R., hard to tell, natural looking, disturbed area, surrounding wetlands, crew says old gravel pit",0.05039237,-1.297635216,23,1.361727836,2.035657,0.308704603,2.3,0.361727836,0,NA
NLA17_MS-10037,1,9/27/2017,NA,12.41861,1.094072989,28,1.447158031,34.98808,1.543920111,5,0.698970004,0,NA
NLA17_MT-10001,1,7/23/2017,NA,5.322073,0.726080827,1265,3.102090526,16.38113,1.214343857,7.3,0.86332286,41.27272727,1.3
NLA17_MT-10002,1,8/30/2017,NA,0.07763512,-1.109941771,2414,3.382737266,1.394078,0.144287074,14.5,1.161368002,0,NA
NLA17_MT-10003,1,6/26/2017,NA,16.65989,1.22167213,677,2.830588669,51.92985,1.715417068,10.5,1.021189299,20,1
NLA17_MT-10004,1,6/29/2017,NA,1.509849,0.178933516,913,2.960470778,7.114452,0.852141454,38,1.579783597,0,0
NLA17_MT-10005,1,6/28/2017,Big natural lake near Glaciar NP,13.35843,1.125755419,914,2.960946196,26.06319,1.41602757,49.5,1.694605199,0,0
NLA17_MT-10006,1,7/25/2017,No indication of dams or outlets on image or topo.  Change HYDROTYPE to SEEPAGE,0.2520793,-0.598462816,1209,3.082426301,2.061275,0.314135936,5,0.698970004,0,0
NLA17_MT-10007,1,7/24/2017,Should change ORIGIN17 to MAN-MADE.  It was created as an opff-channel reservoir to divert water for irrigation.,1.482741,0.171065297,1258,3.099680641,7.276624,0.861929935,4.9,0.69019608,81.8,1
NLA17_MT-10008,1,7/30/2017,NA,0.8952245,-0.048068041,767,2.884795364,7.365628,0.867209781,17.5,1.243038049,0,0
NLA17_MT-10009,1,7/12/2017,"Topo map suggests natural lake with one or more dams added,",0.6804424,-0.167208632,821,2.914343157,4.494636,0.652694526,1.6,0.204119983,0,0
NLA17_MT-10009,2,7/27/2017,"Topo map suggests natural lake with one or more dams added,",0.6804424,-0.167208632,821,2.914343157,4.494636,0.652694526,1.5,0.176091259,0,0
NLA17_MT-10011,1,8/9/2017,Large drainage lake on GE,6.844518,0.83534287,1222,3.087071206,19.46117,1.289168946,49.5,1.694605199,0,NA
NLA17_MT-10012,1,9/4/2017,NA,0.1911885,-0.718538234,1408,3.148602655,1.636295,0.213861603,5,0.698970004,0,0
NLA17_MT-10013,1,7/19/2017,Constructed dam on creeks.  Change ORIGIN17 to MANMADE,0.9666568,-0.01472769,1555,3.191730393,6.620052,0.820861401,2.3,0.361727836,8.62,0.3
NLA17_MT-10014,1,7/20/2017,By name,1.523346,0.182798557,1847,3.266466895,7.047218,0.848017706,16,1.204119983,18.65,1.5
NLA17_MT-10015,1,8/31/2017,"Crew says scenic ENHANCED alpine reservoir, dam on TOPO, web calls it a reservoir, 23 m deep; USGS GNIS calls is reservoir",0.1792613,-0.746513458,2099,3.322012439,1.859382,0.269368622,23.7,1.374748346,8.07,2.7
NLA17_MT-10018,1,7/16/2017,NA,0.01819469,-1.740055339,963,2.983626287,0.6560668,-0.183051939,2,0.301029996,0.53,0.15
NLA17_MT-10022,1,8/10/2017,Web: Frank Lake was formed by the sudden damming of the Crowsnest River by the 1903 collapse of Turtle Mountain.,0.601223,-0.220964414,956,2.980457892,6.681585,0.824879498,10.5,1.021189299,5.45,0.5
NLA17_MT-10023,1,8/13/2017,GE pix shows seepage in pothole type area,0.04036835,-1.393959001,1215,3.084576278,0.8347663,-0.078435092,1,0,1.71,0.2
NLA17_MT-10029,1,7/11/2017,Gravel Pit,0.07017837,-1.153796723,834,2.921166051,1.611276,0.207169938,2,0.301029996,11.55,1
NLA17_MT-10030,1,8/27/2017,GE pix shows tiny seepage lake near others around Goose Lake,0.01274332,-1.894717411,1578,3.198106999,0.4464283,-0.350248282,1,0,3.9,0.3
NLA17_MT-10036,1,6/25/2017,NA,0.2144921,-0.668588699,622,2.793790385,2.20602,0.343609446,7,0.84509804,0,0
NLA17_MT-10036,2,7/13/2017,NA,0.2144921,-0.668588699,622,2.793790385,2.20602,0.343609446,7,0.84509804,0,0
NLA17_MT-10055,1,6/21/2017,NA,0.2718635,-0.565649096,590,2.770852012,2.857992,0.456061009,1.8,0.255272505,0,0
NLA17_MT-10059,1,7/10/2017,NA,0.14179,-0.848354397,855,2.931966115,1.77095,0.2482063,2,0.301029996,0.34,0.21
NLA17_MT-10065,1,7/26/2017,NA,0.03127161,-1.504849759,826,2.916980047,1.49155,0.173637816,2.2,0.342422681,0,0
NLA17_MT-10072,1,8/18/2017,Looks natural on GE and Topo,0.07425052,-1.1293005,1262,3.101059355,1.088783,0.036941331,18.1,1.257678575,0,0
NLA17_MT-10076,1,8/28/2017,Has ephemeral inlet and outlet.  Change HYDROTYPE to DRAINAGE?,0.1999022,-0.699182426,1335,3.125481266,3.554751,0.550809185,2.4,0.380211242,1.04,0.3
NLA17_MT-10084,1,9/5/2017,GE looks natural seepage near Whitefish Lake,0.1600968,-0.795617349,941,2.973589623,1.861209,0.269795144,7,0.84509804,0,0
NLA17_MT-10101,1,9/1/2017,"Dams on both Twin Lakes on TOPO, not big vertical, road embankement on GE; crew notes earthen dam, and calls it Dual-lobed reservoir basin with drawdown exposing Center peninsula",0.08894589,-1.050874115,1996,3.300160537,1.272775,0.104751636,6,0.77815125,15.5,2
NLA17_MT-10102,1,9/6/2017,"Reservoir shape on GE, TOPO says Cactus Dam, crew notes drain",0.03047709,-1.516026502,2022,3.305781151,1.068979,0.028969174,1.8,0.255272505,0,0
NLA17_MT-10104,1,9/4/2017,GE looks natural seepage lake,0.1671758,-0.77682659,762,2.881954971,1.988026,0.29842206,10.3,1.012837225,0,0
NLA17_MT-10120,1,9/5/2017,GE pix shows small seepage lake in area of many of them in rural residential area near Flathead Lake,0.01148546,-1.939851606,908,2.958085849,0.476936,-0.321539895,1.6,0.204119983,0,0
NLA17_MT-10129,1,9/6/2017,NA,0.0121666,-1.91483077,760,2.880813592,0.627648,-0.202283851,2.9,0.462397998,14.6,2
NLA17_MT-HP001,1,9/11/2017,Set ORIGIN17 to MAN-MADE. Topo map indicates dam on E. Cottonwood Creek. Set ORIGIN17 to MAN_MADE and HYDROTYPE to RESERVOIR,0.01004615,-1.998000342,916.26,2.962018728,0.4985691,-0.302274641,3,0.477121255,2.63,0.35
NLA17_MT-HP002,1,9/13/2017,Looks like natural seepage lake,0.4297238,-0.366810593,1110.24,3.04541687,5.291464,0.723575846,18.1,1.257678575,0.577777778,0.188888889
NLA17_NC-10001,1,6/28/2017,NA,15.58999,1.192845837,283,2.451786436,152.5229,2.183335054,15.2,1.181843588,1.172222222,0.427777778
NLA17_NC-10001,2,7/23/2017,NA,15.58999,1.192845837,283,2.451786436,152.5229,2.183335054,15.6,1.193124598,0,0
NLA17_NC-10002,1,8/10/2017,NA,6.400303,0.806200535,916,2.961895474,45.14523,1.65461187,27.3,1.436162647,1.105,0.71
NLA17_NC-10004,1,6/29/2017,NA,0.3385709,-0.470350372,880,2.944482672,5.122414,0.709474676,7,0.84509804,0,NA
NLA17_NC-10004,2,7/24/2017,NA,0.3385709,-0.470350372,880,2.944482672,5.122414,0.709474676,7.3,0.86332286,0,0
NLA17_NC-10005,1,6/15/2017,Looks impounded; dam on Topo,0.06706105,-1.173529651,47,1.672097858,1.323843,0.121836483,2.1,0.322219295,0,NA
NLA17_NC-10007,1,6/27/2017,NA,0.04071636,-1.390231054,1137,3.055760465,0.8548322,-0.068119127,3.8,0.579783597,NA,NA
NLA17_NC-10009,1,6/13/2017,NA,0.05004563,-1.300633839,50,1.698970004,1.322691,0.121458399,1.5,0.176091259,NA,NA
NLA17_NC-10010,1,6/27/2017,small isolated pond - guess impounded on GE,0.01056292,-1.976216009,209,2.320146286,0.418195,-0.378621164,3.1,0.491361694,0,NA
NLA17_NC-10011,1,7/25/2017,NA,0.03054168,-1.515107077,293,2.46686762,0.6836457,-0.165168913,2,0.301029996,6.55,1.205
NLA17_NC-10014,1,6/14/2017,in catfish lake wilderness - pot. ref site. Natural organic acidic,3.829389,0.583129485,11,1.041392685,8.648137,0.936922561,1.6,0.204119983,0,NA
NLA17_NC-10015,1,6/25/2017,NA,0.061562360000000003,-1.21068474,118,2.071882007,1.296295,0.112703846,5.3,0.72427587,0,NA
NLA17_NC-10023,1,9/20/2017,NA,0.2373668,-0.624580025,115,2.06069784,4.115688,0.614442445,5.5,0.74036269,4.69,0.46
NLA17_NC-10030,1,6/26/2017,HOUSING DEVELOPMENT RESERVOIR,0.1861398,-0.730160757,277,2.442479769,3.710184,0.569395448,7.3,0.86332286,0,NA
NLA17_NC-10033,1,6/16/2017,NA,0.02247461,-1.648307836,62,1.79239169,0.7810296,-0.107332507,2.6,0.414973348,0,NA
NLA17_ND-10001,1,6/21/2017,NA,2.562103,0.408596585,330,2.51851394,6.839106,0.834999335,2.9,0.462397998,0,NA
NLA17_ND-10001,2,7/10/2017,NA,2.562103,0.408596585,330,2.51851394,6.839106,0.834999335,2.5,0.397940009,1.41,0.34
NLA17_ND-10002,1,6/30/2017,NA,0.1291515,-0.888900545,534,2.727541257,1.495565,0.174805293,2.5,0.397940009,5.05,0.46
NLA17_ND-10003,1,7/13/2017,NA,1.809746,0.257617625,443,2.646403726,10.83664,1.034894646,4,0.602059991,0,0
NLA17_ND-10004,1,6/7/2017,NA,1.033136,0.014157495,600,2.77815125,7.965629,0.901220075,2,0.301029996,0,NA
NLA17_ND-10005,1,6/20/2017,Lake is unnamed on topo map.  North of Douglas Lake.  Change LOC_NAME to Unnamed,0.5249487,-0.279883135,621,2.7930916,4.697763,0.671891103,2,0.301029996,0,NA
NLA17_ND-10006,1,6/8/2017,NA,0.1721388,-0.764121229,531,2.725094521,2.780089,0.444058699,6,0.77815125,0,NA
NLA17_ND-10007,1,6/20/2017,NA,5.012988,0.700096665,450,2.653212514,14.23616,1.15339286,4,0.602059991,0,NA
NLA17_ND-10008,1,6/6/2017,NA,1.98355,0.297443152,587,2.768638101,7.211722,0.858038977,2.7,0.431363764,1.05,0.2
NLA17_ND-10008,2,6/26/2017,NA,1.98355,0.297443152,587,2.768638101,7.211722,0.858038977,2.7,0.431363764,1.55,0.3
NLA17_ND-10009,1,7/18/2017,Change LOC_NAME17 to JENSEN LAKE,0.1435588,-0.842970181,684,2.835056102,1.827652,0.261893506,2,0.301029996,0,0
NLA17_ND-10010,1,7/14/2017,NA,0.1646537,-0.783428506,448,2.651278014,1.543015,0.188370148,1.2,0.079181246,0,0
NLA17_ND-10011,1,6/1/2017,NA,0.3557998,-0.4487943,540,2.73239376,2.557773,0.407861999,2.7,0.431363764,1.07,0.18
NLA17_ND-10012,1,6/16/2017,NA,0.7415216,-0.129876194,620,2.79239169,5.3157,0.725560463,11.5,1.06069784,0,NA
NLA17_ND-10013,1,7/19/2017,NA,0.1318466,-0.879931065,740,2.86923172,1.971765,0.294855153,2,0.301029996,0,0
NLA17_ND-10014,1,7/18/2017,NA,0.3829298,-0.416880835,650,2.812913357,3.579561,0.55382976799999994,7.2,0.857332496,0,0
NLA17_ND-10015,1,6/5/2017,NA,0.07124819,-1.147226164,529,2.723455672,1.061316,0.025844712,3.2,0.505149978,0,NA
NLA17_ND-10016,1,7/27/2017,NA,0.2320338,-0.634448748,644,2.808885867,2.989815,0.475644316,4.2,0.62324929,0,0
NLA17_ND-10017,1,6/28/2017,NA,0.03787581,-1.421638071,908,2.958085849,1.058926,0.024865612,3.1,0.491361694,0,NA
NLA17_ND-10018,1,7/18/2017,NA,0.04303303,-1.366198074,648,2.811575006,0.9320526,-0.030559578,2.2,0.342422681,2.4,0.5
NLA17_ND-10019,1,7/6/2017,NA,0.1727003,-0.762706908,544,2.7355989,1.602258,0.204732449,4.5,0.653212514,0,NA
NLA17_ND-10020,1,6/22/2017,NA,0.1919744,-0.716756681,489,2.689308859,1.806967,0.256950221,1.8,0.255272505,0,NA
NLA17_ND-10021,1,7/5/2017,NA,13.28229,1.123272958,629,2.798650645,52.91151,1.723550156,9,0.954242509,5.25,0.425
NLA17_ND-10023,1,6/12/2017,NA,0.2092953,-0.679240524,562,2.749736316,2.547852,0.406174197,3,0.477121255,0,NA
NLA17_ND-10024,1,6/12/2017,Image indicates an outlet that is not on topo map.,0.2212183,-0.655178949,569,2.755112266,2.037664,0.309132573,2.5,0.397940009,0,NA
NLA17_ND-10026,1,7/18/2017,NA,0.2330289,-0.632590215,477,2.678518379,1.828157,0.26201349,1.6,0.204119983,0,0
NLA17_ND-10029,1,6/14/2017,NA,0.09628716,-1.016431623,673,2.828015064,1.861137,0.269778343,3,0.477121255,0,NA
NLA17_ND-10032,1,7/25/2017,Hard to tell if it is a drainage lake from either imagery or topo map.,0.2784045,-0.555323749,604,2.781036939,2.781303,0.444248304,2.3,0.361727836,0,0
NLA17_ND-10033,1,8/7/2017,NA,0.01171571,-1.931231387,675,2.829303773,0.505806,-0.296016023,1.4,0.146128036,3.6,0.37
NLA17_ND-10034,1,8/1/2017,NA,0.07200572,-1.142633003,660,2.819543936,1.370352,0.136832138,4,0.602059991,0,0
NLA17_ND-10035,1,6/7/2017,NA,0.3250486,-0.4880517,600,2.77815125,2.551355,0.406770891,2.7,0.431363764,0,NA
NLA17_ND-10037,1,6/21/2017,"Lake basin is divided by roads.  Historical imagery suggests this is not a permanent lake, but is just a depression that fills up and then dries up, which would explain the roads.",0.01198415,-1.921392764,684,2.835056102,0.499274,-0.30166105,3.4,0.531478917,0,NA
NLA17_ND-10042,1,8/15/2017,NA,0.01722458,-1.763851359,685,2.835690572,0.5055872,-0.29620393,1.5,0.176091259,3.7,0.5
NLA17_ND-10069,1,7/19/2017,NA,0.02904591,-1.536915013,740,2.86923172,0.6626562,-0.178711734,1.1,0.041392685,0,0
NLA17_ND-10070,1,7/19/2017,NA,0.01094977,-1.960595003,443,2.646403726,0.416083,-0.380820028,3.4,0.531478917,0,0
NLA17_ND-10073,1,7/31/2017,NA,0.03449105,-1.462293584,638,2.804820679,0.8163036,-0.088148288,4,0.602059991,0,0
NLA17_ND-10077,1,9/20/2017,NA,0.4590782,-0.33811333,639,2.805500858,5.599585,0.748155842,2.2,0.342422681,2,0.6
NLA17_ND-10081,1,8/10/2017,Change HYDROTYPE to RESERVOIR.,0.02002859,-1.698349624,602,2.779596491,1.12125,0.049702456,2.8,0.447158031,0,0
NLA17_ND-10082,1,7/26/2017,NA,0.0392904,-1.40571355,468,2.670245853,0.7377621,-0.132083659,1.4,0.146128036,0,0
NLA17_ND-10084,1,6/21/2017,NA,0.04707638,-1.32719694,669,2.825426118,0.8678394,-0.061560637,2.9,0.462397998,0,NA
NLA17_ND-10089,1,7/20/2017,Not on topo map.  But no ubduication of being man-made.,0.0329284,-1.482429371,459,2.661812686,0.7802474,-0.10776767,1.5,0.176091259,0,0
NLA17_ND-10090,1,6/16/2017,NA,0.01887195,-1.724183223,528,2.722633923,0.5093072,-0.293020184,2.5,0.397940009,0,NA
NLA17_ND-10095,1,7/14/2017,NA,0.4219265,-0.374763197,532,2.725911632,2.5993560000000002,0.414865763,6.8,0.832508913,0,0
NLA17_ND-10100,1,7/20/2017,NA,0.06980573,-1.156108927,678,2.831229694,1.117236,0.048144921,3,0.477121255,0,0
NLA17_ND-10102,1,7/11/2017,Very small chain of wetland/seepage ponds near Storm LakeNWR; hard to tell,0.08968455,-1.047282367,332,2.521138084,1.184749,0.073626351,1.3,0.113943352,0,0
NLA17_ND-10103,1,9/27/2017,GE seepage pond,0.01129953,-1.94693962,572,2.757396029,0.591404,-0.228115742,0.9,-0.045757491,0,NA
NLA17_ND-10107,1,8/28/2017,pothole very near L. Audubon,0.01169548,-1.931981949,562,2.749736316,0.417516,-0.379326877,1.1,0.041392685,3.3,0.5
NLA17_ND-10110,1,9/6/2017,Collection of small wetland seepage ponds,0.2339349,-0.630904982,573,2.758154622,2.069624,0.315891452,9,0.954242509,3.333333333,0.5
NLA17_ND-10112,1,8/17/2017,Pothole with county road 33 bisecting it - gotta keep the roads straight,0.01814181,-1.741319386,599,2.777426822,0.5661451,-0.247072247,1.3,0.113943352,0,0
NLA17_ND-10126,1,8/21/2017,Harvey Dam on Sheyene River Impoundment,0.2680315,-0.571814163,471,2.673020907,3.68699,0.56667196,5.9,0.770852012,0,0
NLA17_ND-10127,1,9/14/2017,Pothole adjacent to Kunkel Lake (which is a bigger pothole),0.03405713,-1.467791953,530,2.72427587,0.7082196,-0.149832058,2,0.301029996,0,0
NLA17_ND-10128,1,8/30/2017,Pothole,0.01464589,-1.834284232,595,2.774516966,0.53684,-0.270155132,2.2,0.342422681,0,0
NLA17_ND-10137,1,9/20/2017,Natural seepage lake in natural lake rich district near CAN border,0.3315958,-0.479390979,667,2.824125834,3.460896,0.539188549,5.3,0.72427587,0,0
NLA17_ND-10139,1,9/21/2017,Looks like a tadpole not a pothole but in natural lake rich area,0.3392804,-0.469441229,456,2.658964843,3.509618,0.545259849,1.3,0.113943352,8.3,0.8
NLA17_ND-10144,1,9/22/2017,"vaguely hourglass but much smaller lobe that is clear on GE, main body very turbid looking",0.2328195,-0.632980648,578,2.761927838,2.742296,0.43811433,2.7,0.431363764,0,0
NLA17_ND-10147,1,9/18/2017,"Natural seeming lake, intermittent outflow",1.430366,0.155447178,435,2.638489257,8.512353,0.930049625,4,0.602059991,1.3,0.2
NLA17_ND-10189,1,9/18/2017,NA,0.01746858,-1.757742397,617,2.790285164,0.572571,-0.242170652,1.2,0.079181246,3.45,0.61
NLA17_ND-HP001,1,8/23/2017,"Set ORIGIN17 to MAN-MADE. Topo map and imagery suggest small dam, but lake could be natural",0.1064672,-0.972784167,623.73,2.794996633,1.681994,0.225824442,3.9,0.591064607,0,NA
NLA17_ND-HP002,1,9/25/2017,Set ORIGIN17 to NATURAL,0.2459272,-0.609193435,642.95,2.808177201,2.778535,0.443815872,7.5,0.875061263,1.5,0.5
NLA17_NE-10001,1,6/28/2017,NA,53.1203,1.725260519,593,2.773054693,96.66555,1.985271726,10.4,1.017033339,0,NA
NLA17_NE-10001,2,8/16/2017,NA,53.1203,1.725260519,593,2.773054693,96.66555,1.985271726,7.65,0.883661435,73.05555556,1.3
NLA17_NE-10002,1,7/24/2017,NA,0.2018143,-0.695048064,887,2.94792362,1.935952,0.286894585,3.45,0.537819095,NA,NA
NLA17_NE-10003,1,7/25/2017,NA,0.5056219,-0.296174124,610,2.785329835,4.773201,0.678809723,3.2,0.505149978,NA,NA
NLA17_NE-10004,1,7/26/2017,NA,0.5412091,-0.26663491,905,2.956648579,4.637214,0.666257138,1.6,0.204119983,NA,NA
NLA17_NE-10006,1,7/11/2017,NA,0.2493597,-0.603173733,1165,3.066325925,2.162734,0.335003108,1.5,0.176091259,0,NA
NLA17_NE-10007,1,7/11/2017,NA,7.850606,0.894903182,1253,3.097951071,17.08228,1.232545836,13.34,1.12515583,0,NA
NLA17_NE-10007,2,8/15/2017,NA,7.850606,0.894903182,1253,3.097951071,17.08228,1.232545836,10.5,1.021189299,36.85555556,1.65
NLA17_NE-10008,1,7/25/2017,NA,1.598336,0.203668081,881,2.944975908,6.269463,0.797230344,2.2,0.342422681,0,NA
NLA17_NE-10011,1,7/18/2017,NA,0.1061119,-0.974235909,879,2.943988875,1.372779,0.137600627,2.2,0.342422681,0,NA
NLA17_NE-10012,1,7/18/2017,Sand pit in Platte R. channel that is now a subdivision  Change HYDROTYPE to RESERVOIR,0.3783887,-0.422061842,323,2.509202522,4.79303,0.680610147,10.5,1.021189299,0,NA
NLA17_NE-10014,1,7/19/2017,NA,0.1561368,-0.806494726,1015,3.006466042,1.587823,0.200802089,1.3,0.113943352,0,NA
NLA17_NE-10025,1,7/20/2017,NA,0.1147865,-0.940109186,896,2.95230801,1.519312,0.181646968,1.9,0.278753601,0,NA
NLA17_NE-10028,1,6/29/2017,NA,0.05901478,-1.229039208,415,2.618048097,1.396093,0.14491435,3.4,0.531478917,0,NA
NLA17_NE-10029,1,7/26/2017,NA,11.17854,1.048385085,657,2.81756537,76.75741,1.885120312,10.4,1.017033339,7.577777778,0.8
NLA17_NE-10032,1,6/15/2017,Set ORIGIN17 to NATURAL,0.5910682,-0.228362405,1058,3.024485668,3.443667,0.537021149,2.2,0.342422681,0,NA
NLA17_NE-10037,1,6/14/2017,NA,0.7373346,-0.132335386,622,2.793790385,5.949549,0.774484046,2.4,0.380211242,0,NA
NLA17_NE-10038,1,7/19/2017,Sand pit in Platte R. channel that is now a subdivision  Change HYDROTYPE to RESERVOIR,0.4371051,-0.359414126,359,2.555094449,11.61514,1.065024449,3,0.477121255,0,NA
NLA17_NE-10040,1,8/22/2017,Change HYDROTYPE to RESERVOIR. Looks like a sand pit in Platte River channel.  Change HYDROTYPE to RESERVOIR,0.04718959,-1.326153796,788,2.896526218,0.8334772,-0.079106276,1.5,0.176091259,0,NA
NLA17_NE-10041,1,6/26/2017,Set ORIGIN17 to MAN-MADE,0.5277777,-0.277548964,409,2.611723308,4.503245,0.653525576,2.9,0.462397998,NA,NA
NLA17_NE-10046,1,7/12/2017,NA,0.3240348,-0.489408346,1179,3.071513805,2.368021,0.37438555,1.5,0.176091259,0,NA
NLA17_NE-10047,1,8/10/2017,NA,0.03771627,-1.423471264,502,2.700703717,1.98683,0.298160709,1.6,0.204119983,0,NA
NLA17_NE-10054,1,8/1/2017,Change HYDROTYPE to RESERVOIR.. Sand pit area near Platte R.,0.1039876,-0.983018445,327,2.514547753,2.015764,0.304439685,11.7,1.068185862,0,NA
NLA17_NE-10059,1,7/10/2017,Change HYDROTYPE to RESERVOIR. This is a borrow pit for I-80 that is activiely managed for fishing,0.08054853,-1.093942381,766,2.88422877,1.439456,0.158198394,4.1,0.612783857,NA,NA
NLA17_NE-10060,1,6/27/2017,NA,0.7020014,-0.153662022,378,2.5774918000000002,6.583244,0.818439952,4.4,0.643452677,0,NA
NLA17_NE-10061,1,7/12/2017,Change HYDROTYPE to RESERVOIR. Sandpit next to N. Platte R.,0.2011748,-0.696426422,1118,3.048441804,3.505623,0.54476521,7.8,0.892094603,0,NA
NLA17_NE-10064,1,8/9/2017,Change HYDROTYPE to RESERVOIR. Sandpit next to N. Platte R.,0.03189868,-1.496227288,684,2.835056102,1.1265,0.051731196,5.3,0.72427587,0,NA
NLA17_NE-10067,1,8/23/2017,Change HYDROTYPE to RESERVOIR. Borrow pit for I-80 in Platte R. channel,0.07917496,-1.101412147,836,2.922206277,1.144005,0.058427923,2.9,0.462397998,0,NA
NLA17_NE-10068,1,9/20/2017,NA,0.0782955,-1.106263198,432,2.635483747,1.4148,0.150695051,1.1,0.041392685,4.625,0.5
NLA17_NE-10070,1,8/30/2017,Change HYDROTYPE to RESERVOIR.,0.01402743,-1.85302189,382,2.582063363,0.5480255,-0.261199233,9.9,0.995635195,0,NA
NLA17_NE-10072,1,9/20/2017,NA,0.0439003,-1.357532512,428,2.631443769,1.234091,0.091347185,2.1,0.322219295,0,NA
